1723432620,forwarder_forward_chunk_processing_time,telegraf-polling-service,perfman-base-pipeline,0,https://10.42.0.158:2469/metrics,p1,MapUDF,349341,349341,0,31810,31538,349341,80,349341,0,31837,349341,319472657051
1723432620,forwarder_ack_total,telegraf-polling-service,input,perfman-base-pipeline,0,https://10.42.0.159:2469/metrics,input,Source,1714235
1723432620,forwarder_data_read_total,telegraf-polling-service,input,perfman-base-pipeline,0,https://10.42.0.159:2469/metrics,input,Source,1714235
1723432620,forwarder_forward_chunk_processing_time,telegraf-polling-service,perfman-base-pipeline,0,https://10.42.0.159:2469/metrics,input,Source,340776,340776,0,0,0,340776,0,340772,0,0,340776,342806384847
1723432630,forwarder_ack_total,telegraf-polling-service,input,perfman-base-pipeline,0,https://10.42.0.159:2469/metrics,input,Source,1714285
1723432630,forwarder_data_read_total,telegraf-polling-service,input,perfman-base-pipeline,0,https://10.42.0.159:2469/metrics,input,Source,1714285
1723432630,forwarder_forward_chunk_processing_time,telegraf-polling-service,perfman-base-pipeline,0,https://10.42.0.159:2469/metrics,input,Source,340786,340786,0,0,0,340786,0,340782,0,0,340786,342816448458
1723432630,forwarder_ack_total,telegraf-polling-service,default-perfman-base-pipeline-output-0,perfman-base-pipeline,0,https://10.42.0.157:2469/metrics,output,Sink,1714285
1723432630,forwarder_data_read_total,telegraf-polling-service,default-perfman-base-pipeline-output-0,perfman-base-pipeline,0,https://10.42.0.157:2469/metrics,output,Sink,1714285
1723432630,forwarder_forward_chunk_processing_time,telegraf-polling-service,perfman-base-pipeline,0,https://10.42.0.157:2469/metrics,output,Sink,357252,357252,0,296405,295853,357252,44207,357252,30,296443,357252,62560784491
1723432630,forwarder_ack_total,telegraf-polling-service,default-perfman-base-pipeline-p1-0,perfman-base-pipeline,0,https://10.42.0.158:2469/metrics,p1,MapUDF,1714285
1723432630,forwarder_data_read_total,telegraf-polling-service,default-perfman-base-pipeline-p1-0,perfman-base-pipeline,0,https://10.42.0.158:2469/metrics,p1,MapUDF,1714285
1723432630,forwarder_forward_chunk_processing_time,telegraf-polling-service,perfman-base-pipeline,0,https://10.42.0.158:2469/metrics,p1,MapUDF,349351,349351,0,31810,31538,349351,80,349351,0,31837,349351,319482721522
1723432640,forwarder_ack_total,telegraf-polling-service,default-perfman-base-pipeline-output-0,perfman-base-pipeline,0,https://10.42.0.157:2469/metrics,output,Sink,1714335
1723432640,forwarder_data_read_total,telegraf-polling-service,default-perfman-base-pipeline-output-0,perfman-base-pipeline,0,https://10.42.0.157:2469/metrics,output,Sink,1714335
1723432640,forwarder_forward_chunk_processing_time,telegraf-polling-service,perfman-base-pipeline,0,https://10.42.0.157:2469/metrics,output,Sink,357262,357262,0,296415,295863,357262,44207,357262,30,296453,357262,62560844753
1723432640,forwarder_ack_total,telegraf-polling-service,input,perfman-base-pipeline,0,https://10.42.0.159:2469/metrics,input,Source,1714335
1723432640,forwarder_data_read_total,telegraf-polling-service,input,perfman-base-pipeline,0,https://10.42.0.159:2469/metrics,input,Source,1714335
1723432640,forwarder_forward_chunk_processing_time,telegraf-polling-service,perfman-base-pipeline,0,https://10.42.0.159:2469/metrics,input,Source,340796,340796,0,0,0,340796,0,340792,0,0,340796,342826511291
1723432640,forwarder_ack_total,telegraf-polling-service,default-perfman-base-pipeline-p1-0,perfman-base-pipeline,0,https://10.42.0.158:2469/metrics,p1,MapUDF,1714335
1723432640,forwarder_data_read_total,telegraf-polling-service,default-perfman-base-pipeline-p1-0,perfman-base-pipeline,0,https://10.42.0.158:2469/metrics,p1,MapUDF,1714335
1723432640,forwarder_forward_chunk_processing_time,telegraf-polling-service,perfman-base-pipeline,0,https://10.42.0.158:2469/metrics,p1,MapUDF,349361,349361,0,31810,31538,349361,80,349361,0,31837,349361,319492787688
